Time,PlayerFish,TotalFish,Self,Cross,Score
0,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
4,1,1,0 (0%),0 (0%),100
5,1,1,0 (0%),0 (0%),100
6,1,1,0 (0%),0 (0%),100
7,1,1,0 (0%),0 (0%),100
8,1,1,0 (0%),0 (0%),100
9,1,1,0 (0%),0 (0%),100
10,1,1,0 (0%),0 (0%),100
11,1,1,0 (0%),0 (0%),100
12,1,1,0 (0%),0 (0%),100
13,1,1,0 (0%),0 (0%),100
14,1,1,0 (0%),0 (0%),100
15,1,1,0 (0%),0 (0%),100
16,1,1,0 (0%),0 (0%),100
17,1,1,0 (0%),0 (0%),100
18,1,1,0 (0%),0 (0%),100
19,1,1,0 (0%),0 (0%),100
20,1,1,0 (0%),0 (0%),100
21,1,1,0 (0%),0 (0%),100
22,1,1,0 (0%),0 (0%),100
23,1,1,0 (0%),0 (0%),100
24,1,1,0 (0%),0 (0%),100
25,1,1,0 (0%),0 (0%),100
26,1,1,0 (0%),0 (0%),100
27,4,4,1 (100%),0 (0%),100
28,4,4,1 (100%),0 (0%),100
29,3,3,1 (100%),0 (0%),100
30,3,3,1 (100%),0 (0%),100
31,3,3,1 (100%),0 (0%),100
32,3,3,1 (100%),0 (0%),100
33,3,3,1 (100%),0 (0%),100
34,3,3,1 (100%),0 (0%),100
35,3,3,1 (100%),0 (0%),100
36,3,3,1 (100%),0 (0%),100
37,3,3,1 (100%),0 (0%),100
38,3,3,1 (100%),0 (0%),100
39,3,3,1 (100%),0 (0%),100
40,3,3,1 (100%),0 (0%),100
41,3,3,1 (100%),0 (0%),100
42,3,3,1 (100%),0 (0%),100
43,3,3,1 (100%),0 (0%),100
44,3,3,1 (100%),0 (0%),100
45,6,6,1 (100%),0 (0%),100
46,6,6,1 (100%),0 (0%),100
47,6,6,1 (100%),0 (0%),100
48,6,6,1 (100%),0 (0%),100
