Time,PlayerFish,TotalFish,Self,Cross,Score
0,1,4,0 (0%),0 (0%),25
1,1,4,0 (0%),0 (0%),25
2,1,4,0 (0%),0 (0%),25
3,1,4,0 (0%),0 (0%),25
4,1,4,0 (0%),0 (0%),25
5,1,4,0 (0%),0 (0%),25
6,1,4,0 (0%),0 (0%),25
7,4,7,1 (100%),0 (0%),57
8,4,7,1 (100%),0 (0%),57
9,4,7,1 (100%),0 (0%),57
10,4,7,1 (100%),0 (0%),57
11,4,7,1 (100%),0 (0%),57
12,4,7,1 (100%),0 (0%),57
13,4,7,1 (100%),0 (0%),57
14,4,7,1 (100%),0 (0%),57
15,4,7,1 (100%),0 (0%),57
16,4,10,1 (100%),0 (0%),40
17,4,10,1 (100%),0 (0%),40
18,4,10,1 (100%),0 (0%),40
19,4,13,1 (100%),0 (0%),31
20,7,19,2 (100%),0 (0%),37
21,9,20,2 (100%),0 (0%),45
22,9,18,2 (100%),0 (0%),50
23,9,18,2 (100%),0 (0%),50
24,9,18,2 (100%),0 (0%),50
25,9,18,2 (100%),0 (0%),50
26,9,18,2 (100%),0 (0%),50
27,11,20,2 (100%),0 (0%),55
28,10,19,2 (100%),0 (0%),53
29,9,20,2 (100%),0 (0%),45
30,9,20,2 (100%),0 (0%),45
31,9,20,2 (100%),0 (0%),45
32,12,20,2 (100%),0 (0%),60
33,12,20,2 (100%),0 (0%),60
34,12,20,2 (100%),0 (0%),60
35,13,20,2 (100%),0 (0%),65
36,13,20,2 (100%),0 (0%),65
37,12,19,2 (100%),0 (0%),63
38,12,20,2 (100%),0 (0%),60
39,12,20,2 (100%),0 (0%),60
40,12,20,2 (100%),0 (0%),60
41,14,20,2 (100%),0 (0%),70
42,15,19,3 (100%),0 (0%),79
43,15,19,3 (100%),0 (0%),79
44,16,20,3 (100%),0 (0%),80
45,14,20,3 (100%),0 (0%),70
46,14,19,3 (100%),0 (0%),74
47,14,19,3 (100%),0 (0%),74
48,14,18,3 (100%),0 (0%),78
